host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1435990,Marij,2011,Nov-23,274688,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,2,20,3,N/A,N/A,21,97,10,10,10,10,8,9
1436134,Veronica,2011,Nov-23,274706,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,2,40,2,within a few hours,1,10,98,9,10,9,10,10,9
1436773,Marjolein,2011,Nov-23,1058082,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,153,2,49,3,within a day,0.7,6,97,10,9,10,10,9,9
1438959,Floor,2011,Nov-24,275294,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,Apartment,Entire home/apt,2,,1,,Real Bed,100,1,0,1,within a day,0.96,12,97,10,10,10,10,10,9
1439356,Maurits,2011,Nov-24,275351,Zuid,Amsterdam,North Holland,1075 NH,Netherlands,Apartment,Entire home/apt,3,1,1,2,Real Bed,85,2,25,3,within an hour,1,58,99,10,10,10,10,9,10
1439356,Maurits,2011,Nov-24,5245154,Zuid,Amsterdam,North Holland,1075 SH,Netherlands,Apartment,Entire home/apt,2,1,1,2,Real Bed,80,1,0,3,within an hour,1,3,100,10,10,10,10,10,10
1439626,Niek & Myrthe,2011,Nov-24,2365019,Westerpark,Amsterdam,North Holland,1051KP,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,50,3,within a day,0.85,2,99,10,10,10,10,10,9
1441239,Edward,2011,Nov-25,5844678,Centrum-Oost,Amsterdam,NH,1017jd,Netherlands,Apartment,Entire home/apt,4,2,2,3,Real Bed,210,1,50,1,within a few hours,1,0,,,,,,,
1441239,Edward,2011,Nov-25,275740,Centrum-West,Amsterdam,North Holland,1015,Netherlands,Apartment,Entire home/apt,3,2,2,2,Real Bed,210,2,45,3,within a few hours,1,75,98,10,10,10,10,10,10
1442073,Johanna,2011,Nov-25,3236871,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094 LN,Netherlands,Apartment,Entire home/apt,4,1,2,3,Real Bed,102,2,20,3,within a few hours,1,4,100,10,10,10,10,10,10
1443609,Iris,2011,Nov-26,276273,Bos en Lommer,Amsterdam,North Holland,1055 BW,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,1,0,2,within a few hours,0.92,2,100,10,10,10,10,8,8
1443641,Gideon,2011,Nov-26,276275,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,159,2,50,3,within a day,0.67,11,98,10,9,9,9,9,9
1446675,Meike,2011,Nov-27,302712,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1,0,2,within a day,0.96,12,96,10,10,10,10,9,9
1446698,Aafje,2011,Nov-27,277011,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Entire home/apt,3,1,1,1,Real Bed,70,2,15,1,N/A,N/A,6,95,10,9,10,9,10,10
1448980,Laila,2011,Nov-28,2985952,Oud-Oost,Amsterdam,North Holland,1091 GW,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,1,0,2,within a few hours,0.89,8,94,9,10,10,10,9,9
1450069,Elise,2011,Nov-28,1852341,Centrum-West,Amsterdam,North Holland,1015 BR,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,125,2,0,2,within a day,0.87,24,96,10,10,10,9,10,9
1451657,Marco,2011,Nov-28,283170,Zuid,Amsterdam,North Holland,1071,Netherlands,Apartment,Entire home/apt,16,1.5,5,14,Real Bed,250,8,30,2,within an hour,1,45,92,9,9,9,10,9,9
1454274,Bruno,2011,Nov-29,278763,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,30,2,N/A,N/A,33,97,10,10,10,10,10,10
1455158,Raul,2011,Nov-29,4601695,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 HN,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,1,0,2,within a few hours,1,0,,,,,,,
1456611,Mirko,2011,Nov-30,1253478,Westerpark,Amsterdam,North Holland,1052 JL,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,73,1,0,2,within a few hours,1,50,97,10,10,10,10,9,9
1457642,Werner,2011,Nov-30,556212,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,Apartment,Entire home/apt,5,1,1,4,Real Bed,195,2,0,1,within a day,0.8,64,86,8,8,9,9,9,8
1457642,Werner,2011,Nov-30,2733613,Centrum-West,Amsterdam,North Holland,1012 TP,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,190,0,0,1,within a day,0.8,23,89,8,8,9,9,9,8
1458620,Geneviève,2011,Nov-30,5404496,Zuid,Amsterdam,NH,1071ar,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,249,1,0,1,within a few hours,0.9,0,,,,,,,
1458717,Maison Amsterdam,2011,Nov-30,279764,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,,Netherlands,Apartment,Entire home/apt,3,1,1,2,Real Bed,87,3,10,2,within a day,0.8,12,98,10,9,10,10,9,9
1460429,Bob,2011,12-Jan,1698772,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,2,50,2,within a day,1,20,92,9,8,10,10,9,9
1461836,Helen,2011,12-Jan,2260096,Bos en Lommer,Amsterdam,North Holland,1055 TK,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,1,0,4,within a day,0.8,11,97,10,10,10,10,9,9
1464510,Michiel,2011,12-Feb,5767419,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1091 EN,Netherlands,Apartment,Entire home/apt,4,1,3,2,Real Bed,169,2,15,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5140476,Centrum-West,Amsterdam,Noord-Holland,1015,Netherlands,Apartment,Entire home/apt,4,1,3,3,Real Bed,199,2,20,2,within an hour,0.97,5,96,9,10,10,10,9,8
1464510,Michiel,2011,12-Feb,5178970,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1078,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,139,1,10,2,within an hour,0.97,1,100,10,10,8,8,10,10
1464510,Michiel,2011,12-Feb,4918562,Centrum-West,Amsterdam,Noord-Holland,1017 CE,Netherlands,Apartment,Entire home/apt,4,2,2,2,Real Bed,129,2,10,2,within an hour,0.97,2,100,10,10,10,10,10,9
1464510,Michiel,2011,12-Feb,5596761,Zuid,Amsterdam,Noord-Holland,1076,Netherlands,House,Entire home/apt,4,1,2,2,Real Bed,99,2,15,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5645123,Westerpark,Amsterdam,Noord-Holland,1051,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,149,2,10,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5275425,Centrum-Oost,Amsterdam,Noord-Holland,1018 SK,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,99,2,10,2,within an hour,0.97,3,100,10,9,10,9,9,9
1464510,Michiel,2011,12-Feb,5624472,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1095,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,85,2,15,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5764616,Centrum-West,Amsterdam,Noord-Holland,1015 NV,Netherlands,House,Entire home/apt,4,1,2,2,Real Bed,199,2,15,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5701418,Bos en Lommer,Amsterdam,Noord-Holland,1055,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,129,2,10,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,4897751,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1094,Netherlands,Apartment,Entire home/apt,4,1,2,3,Real Bed,99,2,10,2,within an hour,0.97,11,93,9,9,9,10,9,9
1464510,Michiel,2011,12-Feb,4999373,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,99,2,15,2,within an hour,0.97,13,86,9,9,9,10,10,9
1464510,Michiel,2011,12-Feb,5637076,Oud-Oost,Amsterdam,Noord-Holland,1091,Netherlands,Apartment,Entire home/apt,4,1,1,1,Real Bed,109,2,10,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5324888,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1056,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,89,2,10,2,within an hour,0.97,4,95,10,10,10,10,9,10
1464510,Michiel,2011,12-Feb,5539970,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1054,Netherlands,Apartment,Entire home/apt,4,1,1,1,Real Bed,119,2,10,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5517548,Westerpark,Amsterdam,Noord-Holland,1052,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,119,2,15,2,within an hour,0.97,5,88,8,9,9,10,10,8
1464510,Michiel,2011,12-Feb,4944614,Centrum-West,Amsterdam,Noord-Holland,1016 VT,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,119,2,15,2,within an hour,0.97,9,91,9,8,10,10,10,8
1464510,Michiel,2011,12-Feb,4826065,Centrum-West,Amsterdam,Noord-Holland,1015,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,129,2,15,2,within an hour,0.97,5,92,9,9,10,10,10,9
1464510,Michiel,2011,12-Feb,5567332,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072 LJ,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,119,2,15,2,within an hour,0.97,2,100,10,9,10,10,10,9
1464510,Michiel,2011,12-Feb,5722194,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1071,Netherlands,Apartment,Entire home/apt,3,1,2,1,Real Bed,129,2,15,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5557589,Westerpark,Amsterdam,Noord-Holland,1013,Netherlands,Apartment,Entire home/apt,3,1,1,2,Real Bed,99,2,15,1,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5257504,Westerpark,Amsterdam,Noord-Holland,1052,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,2,10,2,within an hour,0.97,2,100,10,10,10,10,10,10
1464510,Michiel,2011,12-Feb,5453249,Westerpark,Amsterdam,Noord-Holland,1013 LC,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,1,0,2,within an hour,0.97,1,100,10,8,8,8,10,8
1464510,Michiel,2011,12-Feb,5688731,Centrum-Oost,Amsterdam,Noord-Holland,1011,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,119,2,10,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5857038,Centrum-West,Amsterdam,Noord-Holland,1016,Netherlands,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,129,1,0,2,within an hour,0.97,0,,,,,,,
1464510,Michiel,2011,12-Feb,5764294,Centrum-West,Amsterdam,Noord-Holland,1013JA,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,2,10,2,within an hour,0.97,0,,,,,,,
1464969,Benaz,2011,12-Feb,4538341,Oud-Oost,Amsterdam,North Holland,1093 GW,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,80,1,0,1,within an hour,1,5,96,10,9,9,9,9,9
1467056,Emre,2011,12-Mar,4266835,Westerpark,Amsterdam,North Holland,1013 NN,Netherlands,Apartment,Entire home/apt,5,1,2,2,Real Bed,249,1,0,1,within a day,0.63,4,87,9,7,9,10,9,7
1477075,Joshua,2011,12-Jun,283584,Centrum-West,Amsterdam,North Holland,1015,Netherlands,House,Entire home/apt,8,2,2,6,Real Bed,250,4,50,3,within a day,0.91,31,94,9,9,10,9,10,9
1477248,Diederik,2011,12-Jun,1481919,Centrum-West,Amsterdam,North Holland,1016,Netherlands,Apartment,Entire home/apt,5,1,2,4,Real Bed,200,2,0,7,within a few hours,1,1,100,8,10,10,10,10,10
1477248,Diederik,2011,12-Jun,357334,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,200,2,0,7,within a few hours,1,6,96,9,9,10,10,10,9
1477248,Diederik,2011,12-Jun,1436918,Centrum-Oost,Amsterdam,North Holland,1017 BN,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,210,2,0,7,within a few hours,1,0,,,,,,,
1477248,Diederik,2011,12-Jun,994145,Centrum-West,Amsterdam,North Holland,1016,Netherlands,Apartment,Entire home/apt,4,1,2,1,Real Bed,200,2,0,7,within a few hours,1,2,100,10,10,10,10,10,10
1477248,Diederik,2011,12-Jun,956611,Centrum-West,Amsterdam,North Holland,1015,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,180,2,0,7,within a few hours,1,6,97,9,10,10,10,10,9
1477248,Diederik,2011,12-Jun,1358509,Centrum-West,Amsterdam,North Holland,1015,Netherlands,Apartment,Entire home/apt,4,2,2,2,Real Bed,210,2,0,7,within a few hours,1,0,,,,,,,
1477248,Diederik,2011,12-Jun,4712693,Centrum-West,Amsterdam,Noord-Holland,1015,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,130,1,0,14,within a few hours,1,0,,,,,,,
1477248,Diederik,2011,12-Jun,283621,Centrum-West,Jordaan,North Holland,1015,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,160,2,0,7,within a few hours,1,18,95,9,10,10,10,10,9
1477248,Diederik,2011,12-Jun,2941157,Centrum-West,Amsterdam,North Holland,1015 MK,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,200,2,0,7,within a few hours,1,0,,,,,,,
1477248,Diederik,2011,12-Jun,2036944,Centrum-West,Amsterdam,North Holland,1015 PV,Netherlands,Apartment,Entire home/apt,4,2,2,3,Real Bed,180,4,0,7,within a few hours,1,1,,,,,,,
1477248,Diederik,2011,12-Jun,825814,Centrum-West,Amsterdam,North Holland,1015,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,7,within a few hours,1,2,91,10,10,8,8,10,9
1480817,Gerard,2011,12-Jul,311694,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,Bed & Breakfast,Private room,2,1,1,1,Real Bed,109,1,45,2,within an hour,1,0,,,,,,,
1480817,Gerard,2011,12-Jul,284319,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,Bed & Breakfast,Private room,2,1,1,1,Real Bed,109,2,45,2,within an hour,1,7,100,9,10,10,9,10,10
1485821,Florence,2011,12-Aug,796836,Centrum-West,Amsterdam,North Holland,1015 BR,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,2,45,2,a few days or more,0.35,28,100,10,10,10,10,10,9
1486411,Kimo,2011,12-Aug,5622079,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1054 HS,Netherlands,Apartment,Entire home/apt,4,2,2,2,Real Bed,250,2,20,4,within a few hours,0.93,0,,,,,,,
1486411,Kimo,2011,12-Aug,3556632,Oud-Oost,Amsterdam,Noord-Holland,1091,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,2,25,2,within a few hours,0.94,8,95,10,10,10,10,9,9
1486411,Kimo,2011,12-Aug,3998053,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 AG,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,90,2,25,4,within a few hours,0.94,3,93,9,10,9,10,10,10
1486411,Kimo,2011,12-Aug,5065556,Bos en Lommer,Amsterdam,Noord-Holland,1055 VX,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,80,2,15,3,within a few hours,0.94,3,93,9,9,10,10,9,9
1486411,Kimo,2011,12-Aug,2382710,Westerpark,Amsterdam,North Holland,1051 KN,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,85,2,20,5,within a few hours,0.93,5,92,8,8,10,10,10,8
1486411,Kimo,2011,12-Aug,2394698,Centrum-West,Amsterdam,North Holland,1015 DL,Netherlands,Boat,Entire home/apt,3,1,1,1,Real Bed,170,2,25,2,within a few hours,0.94,3,100,9,10,9,10,10,9
1486411,Kimo,2011,12-Aug,5289513,Bos en Lommer,Amsterdam,Noord-Holland,1055,Netherlands,Apartment,Entire home/apt,2,1,1,2,Real Bed,90,1,0,3,within a few hours,0.93,0,,,,,,,
1491222,Tatjana & Rogier,2011,12-Oct,286610,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,Camper/RV,Entire home/apt,4,0.5,1,4,Pull-out Sofa,75,16,0,7,within a day,0.6,0,,,,,,,
1491426,Merlijn,2011,12-Oct,2787645,Watergraafsmeer,Amsterdam,North Holland,1079 LM,Netherlands,Boat,Entire home/apt,5,1,3,3,Real Bed,165,2,30,2,within a day,0.71,12,95,9,8,10,10,9,9
1491565,David,2011,12-Oct,286500,Centrum-West,Amsterdam,North Holland,1012,Netherlands,Bed & Breakfast,Private room,2,1,1,1,Real Bed,108,1,0,3,within an hour,1,57,97,10,10,10,10,10,9
1491565,David,2011,12-Oct,290701,Centrum-West,Amsterdam,North Holland,1012,Netherlands,Bed & Breakfast,Private room,2,1,1,1,Real Bed,108,0,0,3,within an hour,1,88,98,10,10,10,10,10,10
1493604,Alva,2011,12-Nov,3810273,Slotervaart,Amsterdam,North Holland,1062,Netherlands,Apartment,Private room,3,1,1,1,Real Bed,75,2,20,2,N/A,N/A,1,100,10,10,10,10,10,10
1495967,Ietje,2011,12-Dec,1718950,Westerpark,Amsterdam,North Holland,1052,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,15,2,within a day,1,0,,,,,,,
1499996,Steef,2011,Dec-13,564740,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,1,0,3,within a day,0.86,28,96,9,10,9,10,9,9
1500608,"Jelle, Jake And Stef",2011,Dec-13,288780,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,50,1,20,3,within an hour,1,29,97,9,9,9,10,9,9
1500608,"Jelle, Jake And Stef",2011,Dec-13,589517,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,40,1,25,3,within an hour,1,4,93,10,9,9,10,10,9
1501059,Bacco,2011,Dec-13,588059,Centrum-Oost,Amsterdam,North Holland,1017ZL,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,110,2,50,7,within a few hours,1,28,97,10,10,10,10,10,10
1501422,Erwin,2011,Dec-13,288967,De Baarsjes - Oud-West,Amsterdam,North Holland,1058,Netherlands,Bed & Breakfast,Private room,3,1,1,3,Real Bed,30,1,30,2,within a few hours,1,112,95,10,10,10,10,9,10
1501819,Tanneke,2011,Dec-13,289071,Centrum-West,Amsterdam,North Holland,1015,Netherlands,Boat,Entire home/apt,2,1,1,1,Pull-out Sofa,90,0,0,3,within an hour,1,53,93,9,9,10,10,10,9
1503351,Jillis,2011,Dec-14,4947982,Centrum-West,Amsterdam,Noord-Holland,1012JJ,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,150,1,25,1,within an hour,1,2,,10,10,10,10,10,10
1503659,Jacobeijn,2011,Dec-14,2880088,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 RJ,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,70,1,50,2,within a few hours,0.86,13,90,9,10,10,10,10,9
1504247,Masha,2011,Dec-14,1179276,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 KB,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,79,2,30,3,within a few hours,0.8,11,91,9,9,9,9,9,9
1504489,Zippy,2011,Dec-14,289857,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1018,Netherlands,Apartment,Private room,3,0.5,1,2,Real Bed,59,2,10,1,N/A,N/A,32,100,10,10,10,10,10,10
1510035,Edwin,2011,Dec-16,1909595,Westerpark,Amsterdam,North Holland,1013,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,120,1,0,3,within a few hours,1,13,95,9,9,10,9,9,9
1511330,Ton,2011,Dec-16,291752,Oud-Oost,Amsterdam,North Holland,1091,Netherlands,Apartment,Private room,2,,1,1,Real Bed,70,2,25,2,within a few hours,1,72,97,10,10,10,10,9,9
1521088,Trista,2011,Dec-20,294231,Westerpark,Amsterdam,North Holland,1051,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,55,2,0,4,within a day,1,100,97,10,9,10,10,9,9
1526936,Eva,2011,Dec-22,2074047,De Baarsjes - Oud-West,Amsterdam,North Holland,1052,Netherlands,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,2,30,2,within an hour,1,20,99,10,10,10,10,10,10
1527931,Saskia & Francisco,2011,Dec-22,1604158,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,Apartment,Entire home/apt,12,1,2,2,Real Bed,325,7,32,2,within a day,0.7,12,85,9,9,9,10,9,9
1527931,Saskia & Francisco,2011,Dec-22,1452303,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,Apartment,Private room,6,1,1,1,Real Bed,72,2,30,1,within a day,0.7,33,88,9,9,9,9,8,8
1528413,Keren,2011,Dec-22,4443023,De Baarsjes - Oud-West,Amsterdam,North Holland,1058,Netherlands,Apartment,Entire home/apt,6,1,2,2,Real Bed,100,2,10,5,within an hour,0.8,2,90,9,8,10,10,9,9
1532319,Anand,2011,Dec-24,297220,Centrum-Oost,Amsterdam,North Holland,,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,123,2,0,19,within an hour,1,50,97,10,10,10,10,10,9
1534108,Rozemarijn,2011,Dec-25,4006952,De Baarsjes - Oud-West,Amsterdam,North Holland,1057 XA,Netherlands,Apartment,Entire home/apt,2,1,1,2,Real Bed,170,2,0,2,within a few hours,1,4,85,9,9,10,10,9,9
1535536,Luc,2011,Dec-26,617359,Centrum-West,Amsterdam,North Holland,1017,Netherlands,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,2,0,2,within a day,0.9,39,95,9,9,9,9,9,9
1535536,Luc,2011,Dec-26,298524,Centrum-West,Amsterdam,North Holland,1017,Netherlands,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,2,0,2,within a day,0.9,32,96,9,9,10,9,10,9
1535537,Ernest,2011,Dec-26,1816293,Oud-Oost,Amsterdam,North Holland,1091 CK,Netherlands,Apartment,Entire home/apt,2,1,1,2,Real Bed,90,1,0,2,within an hour,1,17,92,9,8,10,10,9,9
1541652,Ivana,2011,Dec-28,1350984,Westerpark,Amsterdam,North Holland,1052 VR,Netherlands,Apartment,Private room,2,,1,1,Real Bed,85,1,0,1,within a day,0.84,0,,,,,,,
1541652,Ivana,2011,Dec-28,299103,Westerpark,Amsterdam,North Holland,1052,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,within a day,0.84,6,84,9,8,9,10,9,9
1542832,Jan-Willem,2011,Dec-28,445345,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,Apartment,Entire home/apt,3,1,1,2,Real Bed,67,2,20,3,within a few hours,1,31,95,10,9,10,10,9,10
1544456,Martine,2011,Dec-28,581342,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,House,Entire home/apt,5,1,2,5,Real Bed,250,4,0,2,within a few hours,1,32,95,9,9,10,10,10,9
1545992,Kaya And Patricia,2011,Dec-29,335328,Oud-Oost,Amsterdam,North Holland,1091,Netherlands,Apartment,Private room,1,0,1,1,Real Bed,35,1,15,14,within a day,0.75,7,84,9,6,8,8,8,7
1545992,Kaya And Patricia,2011,Dec-29,583512,Oud-Oost,Amsterdam,North Holland,,Netherlands,Apartment,Private room,1,,1,1,Real Bed,45,1,15,14,within a day,0.75,4,93,9,9,10,9,9,9
1550321,Frederika,2011,Dec-30,301220,Centrum-West,Amsterdam,North Holland,1016,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,125,2,0,4,N/A,N/A,75,96,9,9,10,10,10,9
1552059,Ruben,2011,Dec-31,1229823,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 ED,Netherlands,House,Entire home/apt,5,1,2,4,Real Bed,115,1,0,2,within an hour,1,5,100,10,10,10,10,10,10
1552059,Ruben,2011,Dec-31,4153760,Oostelijk Havengebied - Indische Buurt,Amsterdam,NH,1019,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,45,2,25,1,within an hour,1,22,90,10,10,10,10,9,9
1553942,Jelle,2012,01-Jan,301615,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,House,Entire home/apt,6,1,2,3,Real Bed,299,4,69,2,within an hour,1,3,100,10,8,10,10,10,9
1557835,Joris & Lenneke,2012,01-Feb,5747756,Centrum-Oost,Amsterdam,Noord-Holland,1011 JM,Netherlands,Loft,Entire home/apt,2,1,1,1,Real Bed,160,1,0,2,within an hour,1,0,,,,,,,
1557835,Joris & Lenneke,2012,01-Feb,302529,Centrum-Oost,Amsterdam,North Holland,1011,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,2,within an hour,1,110,90,9,9,9,9,10,9
1558220,Elke,2012,01-Feb,792514,Zuid,Amsterdam,North Holland,1058,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,2,25,2,within a day,0.9,19,98,10,9,10,10,9,9
1565512,Benjamin,2012,01-Apr,304189,Centrum-West,Amsterdam,North Holland,1016,Netherlands,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,1,0,5,within a few hours,1,36,95,9,9,10,9,10,9
1570754,Janet,2012,01-May,309436,Oud-Noord,Amsterdam,North Holland,1034 ZD,Netherlands,Villa,Private room,2,1.5,1,2,Real Bed,85,1,0,2,within a few hours,1,22,94,9,10,10,10,9,9
1573009,Clyde,2012,01-Jun,305809,Westerpark,Amsterdam,North Holland,1051,Netherlands,Apartment,Entire home/apt,4,1,1,4,Real Bed,139,2,40,1,within an hour,1,57,98,10,10,10,10,9,9
1573012,Caroline,2012,01-Jun,5586553,Centrum-West,Amsterdam,Noord-Holland,1015 DC,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,180,1,0,3,within a few hours,1,0,,,,,,,
1573311,Elise,2012,01-Jun,798879,De Baarsjes - Oud-West,Amsterdam,North Holland,1058 GV,Netherlands,Apartment,Entire home/apt,4,1,2,1,Real Bed,200,2,15,2,within a few hours,1,2,97,10,10,10,10,9,9
1579240,Jillian,2012,01-Jul,840467,Centrum-West,Amsterdam,North Holland,1015,Netherlands,Apartment,Entire home/apt,5,1,1,1,Real Bed,175,3,15,2,within a day,0.91,27,93,9,9,10,10,10,9
